total_t,total_$
565,29605904
642,29606893
635,29607005
599,29607059
581,29607978
631,29608271
617,29608334
599,29608453
611,29608698
587,29609559
613,29609600
607,29609964
627,29610771
583,29610825
601,29611141
640,29612240
633,29612352
597,29612407
611,29612425
605,29612789
580,29612956
636,29613506
629,29613618
615,29613681
607,29613691
609,29614045
591,29614164
576,29614846
611,29614947
624,29615047
595,29615232
605,29615311
625,29616118
620,29616313
599,29616488
591,29616498
621,29617409
607,29617472
631,29617700
595,29617754
632,29617952
603,29618136
578,29618303
603,29618738
592,29618864
628,29619218
607,29619392
599,29619402
588,29620130
574,29620193
591,29620279
570,29621459
623,29621490
587,29621545
584,29622630
619,29622756
620,29622986
558,29623000
599,29623183
633,29623222
590,29624212
616,29624252
595,29624449
586,29625478
572,29625540
604,29625793
566,29625904
636,29627005
600,29627059
562,29627170
582,29627978
632,29628271
618,29628334
610,29628344
612,29628698
625,29628933
588,29629559
614,29629600
608,29629964
588,29629994
628,29630771
602,29631141
641,29632240
634,29632352
598,29632407
612,29632425
606,29632789
581,29632956
637,29633506
630,29633618
616,29633681
631,29633870
610,29634045
577,29634846
625,29635047
596,29635232
606,29635311
626,29636118
621,29636313
600,29636488
608,29637472
632,29637700
596,29637754
610,29637772
633,29637952
604,29638136
579,29638303
604,29638738
593,29638864
629,29639218
608,29639392
600,29639402
631,29639815
589,29640130
575,29640193
592,29640279
571,29641459
624,29641466
624,29641490
588,29641545
638,29641956
620,29642756
621,29642986
559,29643000
603,29643106
592,29643490
628,29643586
591,29644212
617,29644252
596,29644449
587,29645478
573,29645540
605,29645793
567,29645904
618,29646029
637,29647005
601,29647059
563,29647170
583,29647978
640,29648159
633,29648271
619,29648334
601,29648453
613,29648698
589,29649559
615,29649600
599,29649885
609,29649964
589,29649994
629,29650771
603,29651141
588,29651674
642,29652240
635,29652352
599,29652407
613,29652425
607,29652789
582,29652956
638,29653506
631,29653618
617,29653681
609,29653691
611,29654045
613,29654947
626,29655047
597,29655232
607,29655311
627,29656118
648,29656129
622,29656313
601,29656488
633,29657700
634,29657952
605,29658136
580,29658303
605,29658738
594,29658864
630,29659218
609,29659392
576,29660193
593,29660279
605,29660658
572,29661459
625,29661490
589,29661545
621,29662756
622,29662986
560,29663000
601,29663183
635,29663222
592,29664212
618,29664252
597,29664449
588,29665478
574,29665540
606,29665793
568,29665904
638,29667005
602,29667059
564,29667170
584,29667978
634,29668271
620,29668334
602,29668453
614,29668698
627,29668933
590,29669559
616,29669600
600,29669885
610,29669964
630,29670771
586,29670825
625,29670966
604,29671141
643,29672240
636,29672352
600,29672407
614,29672425
608,29672789
550,29672839
582,29673325
639,29673506
632,29673618
618,29673681
610,29673691
612,29674045
579,29674846
627,29675047
598,29675232
608,29675311
628,29676118
623,29676313
602,29676488
594,29676498
624,29677384
610,29677472
634,29677700
635,29677952
606,29678136
581,29678303
606,29678738
595,29678864
631,29679218
610,29679392
626,29679415
591,29680130
577,29680193
606,29680658
622,29680681
573,29681459
626,29681466
626,29681490
590,29681545
622,29682756
623,29682986
561,29683000
602,29683183
636,29683222
593,29684212
619,29684252
598,29684449
624,29684763
589,29685478
575,29685540
607,29685793
569,29685904
639,29687005
603,29687059
632,29687667
585,29687978
635,29688271
621,29688334
615,29688698
591,29689559
617,29689600
611,29689964
631,29690771
605,29691141
597,29691151
644,29692240
637,29692352
601,29692407
615,29692425
551,29692839
599,29692898
584,29692956
609,29693390
640,29693506
633,29693618
619,29693681
611,29693691
613,29694045
580,29694846
628,29695047
599,29695232
609,29695311
576,29696112
629,29696118
629,29696143
624,29696313
603,29696488
595,29696498
611,29697472
635,29697700
636,29697952
607,29698136
582,29698303
607,29698738
596,29698864
631,29698966
632,29699218
611,29699392
603,29699402
578,29700193
595,29700279
574,29701459
627,29701490
591,29701545
588,29702630
623,29702756
624,29702986
562,29703000
606,29703106
637,29703222
594,29704212
620,29704252
572,29704284
599,29704449
590,29705478
576,29705540
608,29705793
570,29705904
640,29707005
604,29707059
566,29707170
633,29707667
586,29707978
636,29708271
622,29708334
616,29708698
592,29709559
618,29709600
612,29709964
592,29709994
632,29710771
588,29710825
627,29710966
606,29711141
568,29711252
588,29711260
645,29712240
638,29712352
602,29712407
616,29712425
552,29712839
585,29712956
641,29713506
634,29713618
620,29713681
612,29713691
614,29714045
581,29714846
616,29714947
629,29715047
600,29715232
610,29715311
620,29716013
630,29716118
625,29716313
604,29716488
596,29716498
612,29717472
636,29717700
637,29717952
608,29718136
583,29718303
608,29718738
597,29718864
632,29718966
633,29719218
612,29719392
604,29719402
593,29720130
579,29720193
596,29720279
576,29720737
575,29721459
628,29721490
592,29721545
589,29722630
624,29722756
625,29722986
563,29723000
604,29723183
632,29723586
595,29724212
621,29724252
573,29724284
600,29724449
591,29725478
609,29725793
571,29725904
573,29726806
641,29727005
605,29727059
567,29727170
634,29727667
587,29727978
637,29728271
623,29728334
605,29728453
617,29728698
593,29729559
619,29729600
603,29729885
613,29729964
593,29729994
633,29730771
607,29731141
569,29731252
639,29732352
603,29732407
617,29732425
553,29732839
586,29732956
642,29733506
635,29733618
621,29733681
613,29733691
615,29734045
582,29734846
630,29735047
601,29735232
611,29735311
631,29736118
626,29736313
605,29736488
597,29736498
637,29737700
638,29737952
609,29738136
584,29738303
609,29738738
598,29738864
634,29739218
613,29739392
629,29739415
581,29739471
594,29740130
580,29740193
597,29740279
609,29740658
576,29741459
629,29741490
593,29741545
590,29742630
625,29742756
626,29742986
564,29743000
605,29743183
639,29743222
633,29743586
596,29744212
622,29744252
601,29744449
592,29745478
578,29745540
610,29745793
572,29745904
642,29747005
606,29747059
568,29747170
588,29747978
638,29748271
624,29748334
606,29748453
618,29748698
631,29748933
594,29749559
620,29749600
614,29749964
634,29750771
608,29751141
590,29751260
647,29752240
640,29752352
604,29752407
618,29752425
554,29752839
587,29752956
643,29753506
636,29753618
622,29753681
616,29754045
583,29754846
631,29755047
602,29755232
612,29755311
632,29756118
627,29756313
606,29756488
614,29757472
638,29757700
639,29757952
610,29758136
585,29758303
610,29758738
599,29758864
635,29759218
614,29759392
606,29759402
630,29759415
595,29760130
581,29760193
598,29760279
620,29761361
577,29761459
630,29761466
630,29761490
594,29761545
626,29762756
627,29762986
565,29763000
640,29763222
597,29764212
623,29764252
575,29764284
602,29764449
594,29764756
593,29765478
579,29765540
611,29765793
573,29765904
593,29765913
643,29767005
607,29767059
569,29767170
636,29767667
589,29767978
639,29768271
625,29768334
619,29768698
632,29768933
595,29769559
621,29769600
615,29769964
595,29769994
635,29770771
609,29771141
601,29771151
571,29771252
591,29771260
641,29772352
605,29772407
619,29772425
555,29772839
603,29772898
587,29773325
644,29773506
637,29773618
623,29773681
617,29774045
599,29774164
584,29774846
632,29775047
603,29775232
613,29775311
633,29776118
628,29776313
607,29776488
599,29776498
629,29777384
639,29777700
640,29777952
611,29778136
586,29778303
611,29778738
600,29778864
635,29778966
636,29779218
615,29779392
607,29779402
596,29780130
582,29780193
599,29780279
578,29781459
631,29781490
595,29781545
627,29782756
628,29782986
566,29783000
607,29783183
641,29783222
635,29783586
598,29784212
624,29784252
603,29784449
595,29784756
629,29784763
594,29785478
580,29785540
612,29785793
574,29785904
625,29786029
644,29787005
608,29787059
570,29787170
612,29787187
590,29787978
640,29788271
626,29788334
620,29788698
633,29788933
586,29789244
596,29789559
622,29789600
616,29789964
636,29790771
610,29791141
592,29791260
649,29792240
642,29792352
606,29792407
556,29792839
589,29792956
645,29793506
638,29793618
624,29793681
618,29794045
600,29794164
585,29794846
633,29795047
604,29795232
614,29795311
634,29796118
629,29796313
608,29796488
600,29796498
616,29797472
640,29797700
604,29797754
644,29797874
612,29798136
587,29798303
601,29798864
637,29799218
616,29799392
632,29799415
597,29800130
583,29800193
580,29800737
579,29801459
632,29801490
596,29801545
628,29802756
629,29802986
567,29803000
636,29803586
599,29804212
625,29804252
604,29804449
595,29805478
581,29805540
613,29805793
575,29805904
645,29807005
609,29807059
571,29807170
591,29807978
641,29808271
627,29808334
621,29808698
634,29808933
597,29809559
623,29809600
617,29809964
637,29810771
611,29811141
650,29812240
643,29812352
607,29812407
557,29812839
590,29812956
646,29813506
639,29813618
625,29813681
619,29814045
586,29814846
634,29815047
605,29815232
615,29815311
635,29816118
630,29816313
609,29816488
601,29816498
631,29817384
641,29817700
605,29817754
642,29817952
613,29818136
588,29818303
613,29818738
602,29818864
638,29819218
617,29819392
598,29820130
584,29820193
601,29820279
578,29820557
623,29821361
580,29821459
597,29821545
594,29822630
629,29822756
630,29822986
568,29823000
609,29823183
591,29823360
600,29824212
626,29824252
578,29824284
605,29824449
596,29825478
582,29825540
614,29825793
576,29825904
627,29826029
578,29826806
646,29827005
610,29827059
572,29827170
639,29827667
592,29827978
642,29828271
628,29828334
622,29828698
598,29829559
624,29829600
608,29829885
618,29829964
638,29830771
594,29830825
612,29831141
594,29831260
644,29832352
608,29832407
616,29832789
558,29832839
591,29832956
590,29833325
647,29833506
640,29833618
626,29833681
620,29834045
587,29834846
622,29834947
606,29835232
616,29835311
636,29836118
631,29836313
610,29836488
602,29836498
632,29837384
618,29837472
642,29837700
606,29837754
643,29837952
614,29838136
589,29838303
614,29838738
603,29838864
639,29839218
618,29839392
599,29840130
585,29840193
579,29840557
630,29840681
581,29841459
634,29841466
634,29841490
598,29841545
595,29842630
630,29842756
631,29842986
569,29843000
601,29844212
627,29844252
565,29844266
579,29844284
606,29844449
597,29845478
583,29845540
615,29845793
577,29845904
628,29846029
647,29847005
611,29847059
573,29847170
593,29847978
643,29848271
629,29848334
623,29848698
599,29849559
625,29849600
619,29849964
639,29850771
595,29850825
613,29851141
595,29851260
645,29852352
609,29852407
559,29852839
592,29852956
648,29853506
641,29853618
627,29853681
621,29854045
588,29854846
623,29854947
636,29855047
607,29855232
617,29855311
637,29856118
632,29856313
611,29856488
603,29856498
643,29857700
607,29857754
615,29858136
590,29858303
615,29858738
604,29858864
639,29858966
640,29859218
619,29859392
611,29859402
600,29860130
586,29860193
580,29860557
582,29861459
635,29861490
599,29861545
618,29861840
596,29862630
631,29862756
632,29862986
570,29863000
611,29863183
602,29864212
628,29864252
566,29864266
607,29864449
633,29864763
598,29865478
584,29865540
616,29865793
578,29865904
648,29867005
612,29867059
574,29867170
594,29867978
644,29868271
630,29868334
624,29868698
637,29868933
600,29869559
626,29869600
620,29869964
640,29870771
596,29870825
614,29871141
596,29871260
646,29872352
610,29872407
560,29872839
593,29872956
642,29873618
628,29873681
622,29874045
604,29874164
589,29874846
624,29874947
637,29875047
608,29875232
618,29875311
627,29875796
585,29876112
638,29876118
633,29876313
604,29876498
620,29877472
644,29877700
645,29877952
591,29878303
616,29878738
605,29878864
640,29878966
641,29879218
620,29879392
612,29879402
587,29879569
601,29880130
587,29880193
581,29880557
583,29881459
636,29881466
600,29881545
597,29882630
632,29882756
633,29882986
571,29883000
603,29884212
629,29884252
567,29884266
581,29884284
598,29884370
608,29884449
575,29884648
580,29885182
599,29885478
585,29885540
617,29885793
579,29885904
630,29886029
649,29887005
613,29887059
575,29887170
595,29887978
645,29888271
631,29888334
625,29888698
601,29889559
627,29889600
621,29889964
641,29890771
615,29891141
577,29891252
597,29891260
647,29892352
611,29892407
561,29892839
594,29892956
643,29893618
629,29893681
623,29894045
590,29894846
625,29894947
638,29895047
609,29895232
619,29895311
586,29896112
639,29896118
573,29896164
634,29896313
613,29896488
605,29896498
621,29897472
645,29897700
617,29898136
592,29898303
617,29898738
606,29898864
584,29898937
642,29899218
621,29899392
637,29899415
589,29899471
588,29899569
602,29900130
588,29900193
582,29900557
585,29900737
627,29901361
584,29901459
601,29901545
598,29902630
633,29902756
634,29902986
572,29903000
604,29904212
630,29904252
568,29904266
582,29904284
609,29904449
635,29904763
600,29905478
586,29905540
618,29905793
580,29905904
650,29907005
614,29907059
576,29907170
585,29907656
596,29907978
646,29908271
632,29908334
614,29908453
626,29908698
602,29909559
628,29909600
622,29909964
642,29910771
616,29911141
648,29912352
612,29912407
562,29912839
595,29912956
651,29913506
644,29913618
630,29913681
624,29914045
591,29914846
639,29915047
610,29915232
620,29915311
640,29916118
635,29916313
614,29916488
554,29916605
622,29917472
646,29917700
593,29918303
618,29918738
607,29918864
643,29919218
622,29919392
589,29919569
603,29920130
589,29920193
606,29920279
583,29920557
585,29921459
602,29921545
599,29922630
634,29922756
635,29922986
573,29923000
648,29923222
605,29924212
631,29924252
569,29924266
583,29924284
601,29925478
587,29925540
619,29925793
581,29925904
632,29926029
651,29927005
615,29927059
577,29927170
597,29927978
647,29928271
633,29928334
627,29928698
547,29928820
603,29929559
629,29929600
623,29929964
643,29930771
617,29931141
579,29931252
649,29932352
613,29932407
563,29932839
596,29932956
595,29933325
652,29933506
645,29933618
631,29933681
625,29934045
592,29934846
627,29934947
611,29935232
621,29935311
641,29936118
636,29936313
623,29937472
576,29937653
647,29937700
611,29937754
619,29938136
594,29938303
619,29938738
608,29938864
644,29939218
623,29939392
604,29940130
590,29940193
607,29940279
584,29940557
619,29940658
586,29941459
639,29941490
603,29941545
600,29942630
635,29942756
636,29942986
574,29943000
615,29943183
606,29944212
632,29944252
570,29944266
584,29944284
611,29944449
637,29944763
602,29945478
588,29945540
620,29945793
582,29945904
633,29946029
584,29946806
652,29947005
616,29947059
578,29947170
598,29947978
634,29948334
628,29948698
604,29949559
630,29949600
624,29949964
644,29950771
600,29950825
639,29950966
618,29951141
580,29951252
600,29951260
650,29952352
614,29952407
564,29952839
597,29952956
646,29953618
632,29953681
626,29954045
593,29954846
641,29955047
612,29955232
622,29955311
642,29956118
606,29956197
637,29956313
616,29956488
608,29956498
624,29957472
648,29957700
620,29958136
595,29958303
620,29958738
609,29958864
624,29959392
591,29959569
605,29960130
591,29960193
608,29960279
585,29960557
636,29960681
588,29960737
587,29961459
604,29961545
637,29962986
575,29963000
607,29964212
633,29964252
571,29964266
585,29964284
612,29964449
584,29965182
603,29965478
589,29965540
621,29965793
583,29965904
634,29966029
585,29966806
653,29967005
617,29967059
569,29967091
579,29967170
599,29967978
649,29968271
635,29968334
573,29968347
617,29968453
629,29968698
549,29968820
642,29968933
605,29969559
631,29969600
625,29969964
645,29970771
601,29970825
619,29971141
581,29971252
651,29972352
615,29972407
565,29972839
598,29972956
647,29973618
633,29973681
627,29974045
561,29974105
594,29974846
629,29974947
642,29975047
613,29975232
623,29975311
590,29976112
643,29976118
638,29976313
617,29976488
625,29977472
649,29977700
613,29977754
596,29978303
621,29978738
610,29978864
588,29978937
625,29979392
592,29979569
606,29980130
592,29980193
586,29980557
589,29980737
631,29981361
588,29981459
605,29981545
602,29982630
638,29982986
576,29983000
608,29984212
634,29984252
572,29984266
586,29984284
613,29984449
604,29985478
590,29985540
622,29985793
584,29985904
581,29986448
654,29987005
618,29987059
580,29987170
568,29987492
600,29987978
650,29988271
636,29988334
574,29988347
630,29988698
612,29988817
643,29988933
606,29989559
632,29989600
616,29989885
626,29989964
646,29990771
620,29991141
582,29991252
652,29992352
616,29992407
566,29992839
599,29992956
598,29993325
648,29993618
634,29993681
628,29994045
562,29994105
595,29994846
643,29995047
614,29995232
624,29995311
591,29996112
644,29996118
639,29996313
618,29996488
626,29997472
650,29997700
597,29998303
622,29998738
611,29998864
626,29999392
607,30000130
593,30000193
587,30000557
590,30000737
589,30001459
642,30001490
606,30001545
603,30002630
639,30002986
577,30003000
618,30003183
595,30003650
609,30004212
635,30004252
573,30004266
587,30004284
614,30004449
605,30005478
591,30005540
623,30005793
585,30005904
636,30006029
655,30007005
619,30007059
581,30007170
569,30007492
601,30007978
651,30008271
637,30008334
619,30008453
631,30008698
597,30009244
607,30009559
633,30009600
627,30009964
579,30009996
647,30010771
621,30011141
583,30011252
653,30012352
617,30012407
567,30012839
600,30012956
656,30013506
649,30013618
635,30013681
629,30014045
563,30014105
639,30014747
596,30014846
644,30015047
615,30015232
625,30015311
635,30016013
592,30016112
645,30016118
640,30016313
619,30016488
559,30016605
627,30017472
651,30017700
598,30018303
623,30018738
612,30018864
627,30019392
608,30020130
594,30020193
611,30020279
588,30020557
591,30020737
590,30021459
607,30021545
604,30022630
639,30022756
640,30022986
578,30023000
619,30023183
610,30024212
636,30024252
574,30024266
588,30024284
606,30025478
592,30025540
624,30025793
586,30025904
656,30027005
620,30027059
582,30027170
602,30027978
638,30028334
620,30028453
632,30028698
598,30029244
608,30029559
634,30029600
628,30029964
648,30030771
622,30031141
584,30031252
654,30032352
618,30032407
568,30032839
601,30032956
650,30033618
636,30033681
630,30034045
597,30034846
645,30035047
616,30035232
626,30035311
593,30036112
646,30036118
641,30036313
620,30036488
628,30037472
581,30037653
652,30037700
566,30038186
599,30038303
624,30038738
613,30038864
591,30038937
628,30039392
595,30039569
638,30040095
609,30040130
595,30040193
589,30040557
592,30040737
591,30041459
608,30041545
605,30042630
641,30042986
579,30043000
620,30043183
597,30043650
611,30044212
637,30044252
575,30044266
589,30044284
616,30044449
607,30045478
593,30045540
585,30045550
625,30045793
587,30045904
621,30047059
583,30047170
571,30047492
603,30047978
639,30048334
633,30048698
553,30048820
609,30049559
635,30049600
573,30049613
629,30049964
581,30049996
623,30051141
585,30051252
655,30052352
619,30052407
569,30052839
602,30052956
651,30053618
637,30053681
631,30054045
598,30054846
646,30055047
617,30055232
627,30055311
594,30056112
647,30056118
642,30056313
621,30056488
629,30057472
582,30057653
600,30058303
625,30058738
614,30058864
629,30059392
596,30059569
610,30060130
596,30060193
590,30060557
625,30060658
592,30061459
645,30061490
586,30061823
642,30062986
580,30063000
621,30063183
577,30063544
612,30064212
638,30064252
576,30064266
590,30064284
617,30064449
584,30064648
608,30065478
594,30065540
626,30065793
588,30065904
639,30066029
622,30067059
584,30067170
604,30067978
640,30068334
634,30068698
554,30068820
647,30068933
610,30069559
636,30069600
630,30069964
582,30069996
650,30070771
606,30070825
624,30071141
586,30071252
656,30072352
620,30072407
570,30072839
603,30072956
652,30073618
638,30073681
632,30074045
566,30074105
614,30074164
599,30074846
634,30074947
647,30075047
628,30075311
595,30076112
648,30076118
643,30076313
622,30076488
583,30077653
654,30077700
601,30078303
626,30078738
615,30078864
630,30079392
597,30079569
611,30080130
597,30080193
591,30080557
593,30081459
646,30081466
610,30081545
587,30081823
643,30082986
581,30083000
622,30083183
613,30084212
639,30084252
577,30084266
591,30084284
618,30084449
644,30084763
609,30085478
595,30085540
627,30085793
589,30085904
586,30086448
591,30086806
623,30087059
585,30087170
573,30087492
605,30087978
641,30088334
623,30088453
635,30088698
555,30088820
611,30089559
637,30089600
631,30089964
583,30089996
625,30091141
587,30091252
607,30091260
621,30092407
571,30092839
604,30092956
653,30093618
639,30093681
633,30094045
600,30094846
629,30095311
596,30096112
649,30096118
583,30096164
644,30096313
623,30096488
563,30096605
631,30097472
584,30097653
602,30098303
627,30098738
616,30098864
594,30098937
631,30099392
598,30099569
612,30100130
598,30100193
615,30100279
592,30100557
594,30101459
588,30101823
608,30102630
644,30102986
582,30103000
623,30103183
614,30104212
640,30104252
578,30104266
592,30104284
610,30105478
596,30105540
588,30105550
628,30105793
590,30105904
641,30106029
592,30106806
624,30107059
586,30107170
574,30107492
606,30107978
642,30108334
636,30108698
556,30108820
612,30109559
638,30109600
632,30109964
584,30109996
626,30111141
588,30111252
622,30112407
572,30112839
605,30112956
654,30113618
640,30113681
634,30114045
568,30114105
601,30114846
636,30114947
630,30115311
597,30116112
650,30116118
645,30116313
624,30116488
632,30117472
585,30117653
603,30118303
628,30118738
617,30118864
595,30118937
632,30119392
599,30119569
599,30120193
616,30120279
593,30120557
595,30121459
589,30121823
609,30122630
645,30122986
583,30123000
624,30123183
615,30124212
641,30124252
579,30124266
593,30124284
611,30125478
597,30125540
629,30125793
591,30125904
593,30126806
625,30127059
587,30127170
607,30127978
643,30128334
637,30128698
557,30128820
613,30129559
639,30129600
633,30129964
585,30129996
627,30131141
589,30131252
623,30132407
573,30132839
655,30133618
641,30133681
635,30134045
569,30134105
602,30134846
637,30134947
631,30135311
598,30136112
651,30136118
646,30136313
625,30136488
565,30136605
633,30137472
586,30137653
604,30138303
629,30138738
618,30138864
633,30139392
600,30139569
614,30140130
600,30140193
594,30140557
596,30141459
613,30141545
590,30141823
610,30142630
646,30142986
584,30143000
616,30144212
642,30144252
580,30144266
594,30144284
621,30144449
612,30145478
598,30145540
630,30145793
592,30145904
594,30146806
626,30147059
578,30147091
588,30147170
608,30147978
644,30148334
638,30148698
558,30148820
614,30149559
640,30149600
634,30149964
586,30149996
654,30150771
628,30151141
590,30151252
610,30151260
624,30152407
574,30152839
607,30152956
642,30153681
636,30154045
570,30154105
603,30154846
632,30155311
599,30156112
652,30156118
647,30156313
626,30156488
566,30156605
634,30157472
587,30157653
605,30158303
630,30158738
619,30158864
597,30158937
634,30159392
615,30160130
601,30160193
618,30160279
595,30160557
630,30160658
597,30161459
591,30161823
647,30162986
585,30163000
626,30163183
617,30164212
643,30164252
581,30164266
595,30164284
622,30164449
613,30165478
599,30165540
591,30165550
631,30165793
593,30165904
613,30165913
644,30166029
595,30166806
627,30167059
589,30167170
577,30167492
609,30167978
645,30168334
583,30168347
627,30168453
639,30168698
559,30168820
615,30169559
641,30169600
635,30169964
587,30169996
629,30171141
591,30171252
625,30172407
575,30172839
633,30173390
643,30173681
637,30174045
571,30174105
604,30174846
633,30175311
600,30176112
653,30176118
648,30176313
627,30176488
635,30177472
588,30177653
623,30177754
606,30178303
631,30178738
620,30178864
598,30178937
635,30179392
616,30180130
602,30180193
619,30180279
596,30180557
598,30181459
615,30181545
592,30181823
612,30182630
648,30182986
586,30183000
627,30183183
618,30184212
644,30184252
582,30184266
596,30184284
623,30184449
614,30185478
600,30185540
592,30185550
632,30185793
594,30185904
645,30186029
628,30187059
590,30187170
632,30187187
578,30187492
610,30187978
646,30188334
584,30188347
640,30188698
560,30188820
616,30189559
642,30189600
636,30189964
588,30189996
630,30191141
592,30191252
626,30192407
576,30192839
644,30193681
638,30194045
572,30194105
605,30194846
634,30195311
601,30196112
654,30196118
588,30196164
628,30196488
636,30197472
589,30197653
574,30198186
607,30198303
632,30198738
621,30198864
585,30198919
636,30199392
603,30199569
617,30200130
603,30200193
620,30200279
597,30200557
599,30201459
616,30201545
593,30201823
613,30202630
649,30202986
587,30203000
628,30203183
619,30204212
645,30204252
583,30204266
597,30204284
615,30205478
601,30205540
593,30205550
633,30205793
595,30205904
629,30207059
581,30207091
591,30207170
579,30207492
611,30207978
647,30208334
585,30208347
641,30208698
623,30208817
561,30208820
617,30209559
643,30209600
637,30209964
589,30209996
557,30210086
613,30210825
631,30211141
593,30211252
613,30211260
627,30212407
577,30212839
610,30212956
645,30213681
639,30214045
573,30214105
553,30214532
606,30214846
635,30215311
602,30216112
655,30216118
629,30216488
569,30216605
637,30217472
590,30217653
625,30217754
575,30218186
608,30218303
633,30218738
622,30218864
586,30218919
600,30218937
637,30219392
618,30220130
604,30220193
621,30220279
598,30220557
633,30220658
600,30221459
617,30221545
594,30221823
614,30222630
650,30222986
588,30223000
629,30223183
564,30223473
585,30223544
620,30224212
646,30224252
584,30224266
598,30224284
625,30224449
592,30224648
616,30225478
602,30225540
634,30225793
596,30225904
647,30226029
630,30227059
582,30227091
592,30227170
580,30227492
612,30227978
648,30228334
586,30228347
642,30228698
562,30228820
608,30229244
618,30229559
644,30229600
638,30229964
590,30229996
632,30231141
594,30231252
628,30232407
578,30232839
640,30234045
574,30234105
607,30234846
636,30235311
603,30236112
656,30236118
630,30236488
570,30236605
591,30237653
626,30237754
609,30238303
634,30238738
623,30238864
587,30238919
601,30238937
628,30239102
638,30239392
619,30240130
605,30240193
599,30240557
634,30240658
602,30240737
601,30241459
595,30241823
615,30242630
651,30242986
589,30243000
630,30243183
621,30244212
647,30244252
585,30244266
599,30244284
626,30244449
617,30245478
603,30245540
595,30245550
635,30245793
597,30245904
631,30247059
583,30247091
593,30247170
581,30247492
613,30247978
649,30248334
587,30248347
631,30248453
643,30248698
563,30248820
619,30249559
645,30249600
639,30249964
591,30249996
559,30250086
633,30251141
595,30251252
587,30251262
629,30252407
579,30252839
647,30253681
641,30254045
575,30254105
608,30254846
637,30255311
604,30256112
652,30256313
631,30256488
571,30256605
592,30257653
577,30258186
610,30258303
635,30258738
624,30258864
602,30258937
639,30259392
620,30260130
606,30260193
600,30260557
602,30261459
619,30261545
596,30261823
616,30262630
652,30262986
590,30263000
631,30263183
587,30263544
622,30264212
648,30264252
586,30264266
600,30264284
627,30264449
594,30264648
619,30264756
618,30265478
604,30265540
596,30265550
636,30265793
598,30265904
618,30265913
632,30267059
584,30267091
594,30267170
582,30267492
614,30267978
650,30268334
588,30268347
632,30268453
644,30268698
564,30268820
620,30269559
646,30269600
640,30269964
592,30269996
634,30271141
596,30271252
630,30272407
580,30272839
648,30273681
642,30274045
576,30274105
556,30274532
609,30274846
644,30274947
638,30275311
605,30276112
653,30276313
632,30276488
572,30276605
593,30277653
628,30277754
611,30278303
636,30278738
625,30278864
589,30278919
630,30279102
640,30279392
607,30279569
621,30280130
607,30280193
624,30280279
601,30280557
603,30281459
620,30281545
597,30281823
617,30282630
653,30282986
591,30283000
623,30284212
649,30284252
587,30284266
601,30284284
628,30284449
619,30285478
605,30285540
597,30285550
637,30285793
599,30285904
601,30286806
633,30287059
585,30287091
595,30287170
583,30287492
615,30287978
651,30288334
589,30288347
633,30288453
645,30288698
565,30288820
611,30289244
621,30289559
647,30289600
641,30289964
593,30289996
635,30291141
597,30291252
589,30291262
631,30292407
581,30292839
649,30293681
643,30294045
577,30294105
557,30294532
610,30294846
639,30295311
606,30296112
633,30296488
573,30296605
641,30297472
594,30297653
579,30298186
637,30298738
626,30298864
641,30299392
622,30300130
608,30300193
625,30300279
602,30300557
637,30300658
605,30300737
604,30301459
621,30301545
598,30301823
618,30302630
654,30302986
592,30303000
633,30303183
624,30304212
650,30304252
588,30304266
602,30304284
629,30304449
596,30304648
620,30305478
606,30305540
638,30305793
600,30305904
634,30307059
586,30307091
596,30307170
584,30307492
632,30307551
616,30307978
652,30308334
590,30308347
646,30308698
566,30308820
622,30309559
648,30309600
642,30309964
594,30309996
636,30311141
598,30311252
590,30311262
632,30312407
594,30312518
582,30312839
650,30313681
644,30314045
578,30314105
558,30314532
611,30314846
640,30315311
607,30316112
634,30316488
574,30316605
595,30317653
636,30317836
613,30318303
627,30318864
591,30318919
642,30319392
623,30320130
609,30320193
603,30320557
638,30320658
605,30321459
622,30321545
599,30321823
619,30322630
655,30322986
593,30323000
625,30324212
651,30324252
589,30324266
603,30324284
630,30324449
597,30324648
621,30325478
607,30325540
639,30325793
601,30325904
621,30325913
603,30326806
635,30327059
587,30327091
597,30327170
585,30327492
617,30327978
653,30328334
591,30328347
583,30328357
647,30328698
567,30328820
623,30329559
649,30329600
643,30329964
595,30329996
563,30330086
637,30331141
599,30331252
619,30331260
633,30332407
583,30332839
651,30333681
645,30334045
579,30334105
559,30334532
612,30334846
641,30335311
608,30336112
625,30336197
635,30336488
575,30336605
596,30337653
631,30337754
581,30338186
639,30338738
628,30338864
592,30338919
606,30338937
643,30339392
624,30340130
610,30340193
604,30340557
639,30340658
606,30341459
623,30341545
590,30341744
600,30341823
620,30342630
594,30343000
635,30343183
626,30344212
590,30344266
604,30344284
631,30344449
622,30345478
608,30345540
640,30345793
602,30345904
636,30347059
588,30347091
598,30347170
586,30347492
618,30347978
654,30348334
592,30348347
584,30348357
636,30348453
648,30348698
568,30348820
614,30349244
624,30349559
650,30349600
644,30349964
596,30349996
564,30350086
638,30351141
600,30351252
592,30351262
552,30351627
634,30352407
584,30352839
646,30354045
580,30354105
560,30354532
613,30354846
642,30355311
609,30356112
636,30356488
576,30356605
597,30357653
632,30357754
582,30358186
640,30358738
629,30358864
593,30358919
644,30359392
611,30359569
625,30360130
611,30360193
605,30360557
