total_t,total_$
607,30361459
624,30361545
601,30361823
621,30362630
595,30363000
627,30364212
653,30364252
591,30364266
605,30364284
632,30364449
599,30364648
623,30365478
609,30365540
601,30365550
641,30365793
603,30365904
605,30366806
637,30367059
589,30367091
599,30367170
587,30367492
619,30367978
655,30368334
593,30368347
637,30368453
649,30368698
569,30368820
625,30369559
651,30369600
645,30369964
597,30369996
621,30370825
639,30371141
601,30371252
553,30371627
635,30372407
585,30372839
647,30374045
581,30374105
629,30374164
561,30374532
614,30374846
643,30375311
610,30376112
637,30376488
577,30376605
598,30377653
641,30378738
630,30378864
594,30378919
645,30379392
613,30379471
626,30380130
612,30380193
629,30380279
606,30380557
608,30381459
625,30381545
602,30381823
622,30382630
596,30383000
637,30383183
628,30384212
654,30384252
592,30384266
606,30384284
633,30384449
625,30384756
624,30385478
610,30385540
602,30385550
642,30385793
604,30385904
638,30387059
590,30387091
600,30387170
588,30387492
620,30387978
656,30388334
594,30388347
650,30388698
570,30388820
626,30389559
652,30389600
646,30389964
598,30389996
566,30390086
640,30391141
602,30391252
622,30391260
594,30391262
554,30391627
636,30392407
586,30392839
648,30394045
582,30394105
630,30394164
568,30394168
562,30394532
615,30394846
644,30395311
611,30396112
638,30396488
578,30396605
599,30397653
584,30398186
631,30398864
595,30398919
646,30399392
627,30400130
613,30400193
630,30400279
607,30400557
609,30401459
626,30401545
603,30401823
623,30402630
597,30403000
573,30403473
629,30404212
655,30404252
593,30404266
607,30404284
634,30404449
601,30404648
625,30405478
611,30405540
643,30405793
605,30405904
607,30406806
639,30407059
591,30407091
601,30407170
589,30407492
621,30407978
595,30408347
651,30408698
585,30408758
571,30408820
617,30409244
627,30409559
653,30409600
599,30409996
567,30410086
641,30411141
603,30411252
595,30411262
637,30412407
587,30412839
649,30414045
583,30414105
563,30414532
616,30414846
645,30415311
612,30416112
639,30416488
579,30416605
600,30417653
585,30418186
632,30418864
596,30418919
647,30419392
628,30420130
614,30420193
631,30420279
608,30420557
610,30421459
627,30421545
604,30421823
624,30422630
598,30423000
630,30424212
594,30424266
608,30424284
635,30424449
602,30424648
626,30425478
612,30425540
644,30425793
606,30425904
576,30426930
640,30427059
592,30427091
602,30427170
590,30427492
622,30427978
596,30428347
588,30428357
652,30428698
572,30428820
628,30429559
654,30429600
648,30429964
600,30429996
568,30430086
642,30431141
604,30431252
556,30431627
627,30431674
638,30432407
588,30432839
650,30434045
584,30434105
564,30434532
617,30434846
646,30435311
613,30436112
640,30436488
580,30436605
601,30437653
636,30437754
586,30438186
633,30438864
597,30438919
629,30440130
615,30440193
632,30440279
609,30440557
611,30441459
628,30441545
605,30441823
625,30442630
599,30443000
575,30443473
596,30443544
631,30444212
595,30444266
609,30444284
627,30445478
613,30445540
645,30445793
607,30445904
577,30446930
641,30447059
593,30447091
603,30447170
591,30447492
623,30447978
597,30448347
653,30448698
573,30448820
629,30449559
655,30449600
601,30449996
569,30450086
643,30451141
605,30451252
625,30451260
557,30451627
639,30452407
601,30452518
589,30452839
651,30454045
585,30454105
565,30454532
618,30454846
647,30455311
614,30456112
545,30456314
641,30456488
581,30456605
602,30457653
587,30458186
634,30458864
630,30460130
616,30460193
610,30460557
612,30461459
629,30461545
596,30461744
606,30461823
626,30462630
600,30463000
641,30463183
576,30463473
632,30464212
596,30464266
610,30464284
637,30464449
628,30465478
614,30465540
646,30465793
608,30465904
578,30466930
642,30467059
594,30467091
604,30467170
592,30467492
624,30467978
598,30468347
654,30468698
574,30468820
630,30469559
656,30469600
650,30469964
602,30469996
570,30470086
644,30471141
606,30471252
558,30471627
640,30472407
590,30472839
652,30474045
586,30474105
566,30474532
619,30474846
648,30475311
615,30476112
642,30476488
582,30476605
603,30477653
638,30477754
635,30478864
599,30478919
631,30480130
617,30480193
634,30480279
611,30480557
613,30481459
630,30481545
607,30481823
627,30482630
601,30483000
633,30484212
597,30484266
638,30484449
629,30485478
615,30485540
647,30485793
609,30485904
629,30485913
579,30486930
643,30487059
595,30487091
605,30487170
593,30487492
625,30487978
599,30488347
575,30488820
631,30489559
651,30489964
603,30489996
571,30490086
645,30491141
607,30491252
641,30492407
591,30492839
653,30494045
587,30494105
567,30494532
620,30494846
649,30495311
616,30496112
643,30496488
583,30496605
604,30497653
636,30498864
651,30499392
632,30500130
618,30500193
635,30500279
612,30500557
614,30501459
631,30501545
598,30501744
608,30501823
628,30502630
602,30503000
599,30503544
634,30504212
598,30504266
612,30504284
630,30505478
616,30505540
648,30505793
610,30505904
580,30506930
644,30507059
596,30507091
606,30507170
594,30507492
626,30507978
600,30508347
576,30508820
632,30509559
604,30509996
572,30510086
628,30510825
646,30511141
608,30511252
560,30511627
642,30512407
604,30512518
592,30512839
556,30512893
654,30514045
588,30514105
568,30514532
621,30514846
650,30515311
564,30515798
617,30516112
548,30516314
584,30516605
605,30517653
590,30518186
637,30518864
601,30518919
620,30519471
633,30520130
619,30520193
636,30520279
613,30520557
616,30520737
615,30521459
632,30521545
609,30521823
629,30522630
603,30523000
635,30524212
599,30524266
640,30524449
631,30525478
617,30525540
649,30525793
611,30525904
581,30526930
645,30527059
597,30527091
607,30527170
595,30527492
627,30527978
601,30528347
593,30528357
577,30528820
633,30529559
633,30529994
605,30529996
573,30530086
647,30531141
609,30531252
561,30531627
643,30532407
593,30532839
625,30533325
655,30534045
589,30534105
569,30534532
622,30534846
651,30535311
618,30536112
549,30536314
585,30536605
606,30537653
591,30538186
638,30538864
602,30538919
634,30540130
620,30540193
614,30540557
616,30541459
633,30541545
630,30542630
604,30543000
580,30543473
636,30544212
600,30544266
632,30545478
618,30545540
650,30545793
612,30545904
582,30546930
598,30547091
608,30547170
596,30547492
628,30547978
602,30548347
578,30548820
634,30549559
606,30549996
574,30550086
648,30551141
610,30551252
602,30551262
562,30551627
644,30552407
594,30552839
656,30554045
590,30554105
570,30554532
623,30554846
652,30555311
619,30556112
586,30556605
607,30557653
592,30558186
639,30558864
603,30558919
635,30560130
621,30560193
615,30560557
618,30560737
617,30561459
634,30561545
611,30561823
631,30562630
605,30563000
581,30563473
637,30564212
601,30564266
633,30565478
619,30565540
651,30565793
613,30565904
583,30566930
647,30567059
599,30567091
609,30567170
597,30567492
629,30567978
603,30568347
593,30568758
579,30568820
635,30569559
607,30569996
575,30570086
631,30570825
649,30571141
603,30571262
563,30571627
645,30572407
595,30572839
591,30574105
571,30574532
624,30574846
653,30575311
620,30576112
551,30576314
587,30576605
608,30577653
593,30578186
640,30578864
604,30578919
655,30579392
636,30580130
622,30580193
616,30580557
618,30581459
612,30581823
632,30582630
606,30583000
582,30583473
638,30584212
602,30584266
634,30585478
620,30585540
652,30585793
614,30585904
616,30586806
584,30586930
600,30587091
610,30587170
598,30587492
630,30587978
604,30588347
580,30588820
626,30589244
636,30589559
608,30589996
576,30590086
650,30591141
590,30591258
564,30591627
646,30592407
596,30592839
592,30594105
572,30594532
625,30594846
654,30595311
568,30595798
621,30596112
552,30596314
588,30596605
609,30597653
594,30598186
641,30598864
605,30598919
637,30600130
623,30600193
640,30600279
617,30600557
619,30601459
636,30601545
613,30601823
633,30602630
607,30603000
583,30603473
639,30604212
603,30604266
635,30605478
621,30605540
653,30605793
615,30605904
585,30606930
649,30607059
601,30607091
611,30607170
599,30607492
631,30607978
605,30608347
581,30608820
637,30609559
601,30609613
577,30610086
651,30611141
613,30611252
605,30611262
565,30611627
647,30612407
597,30612839
629,30613325
593,30614105
573,30614532
626,30614846
655,30615311
569,30615798
622,30616112
553,30616314
649,30616488
589,30616605
610,30617653
595,30618186
642,30618864
606,30618919
638,30620130
624,30620193
641,30620279
618,30620557
621,30620737
620,30621459
637,30621545
588,30621583
614,30621823
634,30622630
608,30623000
584,30623473
640,30624212
604,30624266
636,30625478
622,30625540
654,30625793
616,30625904
586,30626930
650,30627059
602,30627091
612,30627170
600,30627492
621,30627656
632,30627978
606,30628347
582,30628820
638,30629559
578,30630086
634,30630825
652,30631141
566,30631627
648,30632407
598,30632839
594,30634105
574,30634532
627,30634846
656,30635311
570,30635798
623,30636112
554,30636314
590,30636605
611,30637653
596,30638186
643,30638864
607,30638919
639,30640130
625,30640193
619,30640557
622,30640737
621,30641459
638,30641545
615,30641823
635,30642630
609,30643000
585,30643473
641,30644212
605,30644266
637,30645478
623,30645540
655,30645793
617,30645904
619,30646806
587,30646930
603,30647091
613,30647170
601,30647492
633,30647978
607,30648347
599,30648357
583,30648820
577,30649184
639,30649559
579,30650086
653,30651141
567,30651627
649,30652407
599,30652839
595,30654105
575,30654532
628,30654846
571,30655798
624,30656112
555,30656314
591,30656605
589,30657584
612,30657653
597,30658186
644,30658864
608,30658919
573,30659879
640,30660130
626,30660193
620,30660557
623,30660737
622,30661459
639,30661545
616,30661823
636,30662630
610,30663000
586,30663473
642,30664212
606,30664266
638,30665478
624,30665540
656,30665793
618,30665904
638,30665913
570,30666280
588,30666930
604,30667091
614,30667170
602,30667492
634,30667978
608,30668347
584,30668820
640,30669559
580,30670086
654,30671141
568,30671627
540,30672296
650,30672407
600,30672839
578,30672912
596,30674105
582,30674168
576,30674532
629,30674846
572,30675798
625,30676112
556,30676314
592,30676605
613,30677653
598,30678186
645,30678864
609,30678919
641,30680130
627,30680193
621,30680557
623,30681459
640,30681545
617,30681823
611,30683000
587,30683473
643,30684212
607,30684266
639,30685478
625,30685540
619,30685904
589,30686930
653,30687059
605,30687091
615,30687170
603,30687492
635,30687978
609,30688347
601,30688357
585,30688820
641,30689559
581,30690086
655,30691141
617,30691252
637,30691260
569,30691627
651,30692407
601,30692839
597,30694105
577,30694532
630,30694846
573,30695798
626,30696112
557,30696314
593,30696605
614,30697653
646,30698864
610,30698919
629,30699471
628,30700193
622,30700557
624,30701459
608,30701744
618,30701823
638,30702630
612,30703000
583,30703296
588,30703473
609,30703544
644,30704212
608,30704266
640,30705478
626,30705540
620,30705904
590,30706930
606,30707091
616,30707170
604,30707492
636,30707978
602,30708357
586,30708820
642,30709559
582,30710086
656,30711141
618,30711252
570,30711627
652,30712407
602,30712839
580,30712912
598,30714105
578,30714532
631,30714846
574,30715798
627,30716112
558,30716314
594,30716605
615,30717653
647,30718864
611,30718919
576,30719879
643,30720130
629,30720193
623,30720557
625,30721459
619,30721823
639,30722630
613,30723000
589,30723473
645,30724212
609,30724266
641,30725478
627,30725540
621,30725904
623,30726806
591,30726930
607,30727091
617,30727170
605,30727492
637,30727978
603,30728357
587,30728820
581,30729184
583,30730086
619,30731252
571,30731627
653,30732407
603,30732839
599,30734105
585,30734168
579,30734532
632,30734846
575,30735798
628,30736112
559,30736314
595,30736605
616,30737653
648,30738864
612,30738919
630,30740193
624,30740557
626,30741459
643,30741545
557,30741662
620,30741823
640,30742630
614,30743000
590,30743473
646,30744212
610,30744266
586,30744739
642,30745478
628,30745540
622,30745904
592,30746930
608,30747091
618,30747170
606,30747492
638,30747978
602,30748758
588,30748820
582,30749184
644,30749559
584,30750086
620,30751252
572,30751627
654,30752407
604,30752839
568,30752893
582,30752912
600,30754105
580,30754532
633,30754846
576,30755798
629,30756112
560,30756314
596,30756605
617,30757653
649,30758864
613,30758919
631,30760193
625,30760557
627,30761459
621,30761823
641,30762630
615,30763000
591,30763473
647,30764212
611,30764266
643,30765478
629,30765540
623,30765904
625,30766806
593,30766930
609,30767091
619,30767170
607,30767492
639,30767978
613,30768347
605,30768357
589,30768820
645,30769559
585,30770086
621,30771252
573,30771627
655,30772407
605,30772839
569,30772893
601,30774105
587,30774168
581,30774532
634,30774846
577,30775798
630,30776112
561,30776314
597,30776605
571,30776975
618,30777653
650,30778864
614,30778919
632,30780193
626,30780557
628,30781459
622,30781823
616,30783000
592,30783473
648,30784212
612,30784266
644,30785478
630,30785540
624,30785904
594,30786930
620,30787170
608,30787492
640,30787978
604,30788758
590,30788820
646,30789559
586,30790086
622,30791252
574,30791627
606,30792839
602,30794105
588,30794168
582,30794532
635,30794846
578,30795798
631,30796112
562,30796314
598,30796605
619,30797653
651,30798864
615,30798919
633,30800193
627,30800557
629,30801459
623,30801823
617,30803000
593,30803473
649,30804212
613,30804266
645,30805478
631,30805540
625,30805904
595,30806930
621,30807170
609,30807492
641,30807978
615,30808347
591,30808820
587,30810086
623,30811252
575,30811627
607,30812839
571,30812893
603,30814105
589,30814168
583,30814532
636,30814846
579,30815798
632,30816112
563,30816314
599,30816605
620,30817653
605,30818186
616,30818919
634,30820193
628,30820557
630,30821459
624,30821823
618,30823000
594,30823473
650,30824212
614,30824266
646,30825478
632,30825540
626,30825904
628,30826806
596,30826930
622,30827170
610,30827492
642,30827978
616,30828347
608,30828357
592,30828820
586,30829184
648,30829559
588,30830086
624,30831252
576,30831627
620,30832518
608,30832839
572,30832893
604,30834105
590,30834168
584,30834532
637,30834846
580,30835798
633,30836112
564,30836314
600,30836605
621,30837653
617,30838919
635,30840193
629,30840557
631,30841459
625,30841823
619,30843000
595,30843473
651,30844212
615,30844266
647,30845478
633,30845540
627,30845904
579,30846280
629,30846806
597,30846930
623,30847170
611,30847492
643,30847978
617,30848347
593,30848820
587,30849184
613,30849613
589,30850086
625,30851252
577,30851627
609,30852839
573,30852893
605,30854105
585,30854532
638,30854846
581,30855798
634,30856112
565,30856314
601,30856605
622,30857653
618,30858919
636,30860193
630,30860557
632,30861459
626,30861823
620,30863000
596,30863473
652,30864212
616,30864266
634,30865540
628,30865904
598,30866930
624,30867170
612,30867492
644,30867978
608,30868758
594,30868820
588,30869184
590,30870086
626,30871252
578,30871627
550,30872296
610,30872839
574,30872893
588,30872912
606,30874105
592,30874168
586,30874532
639,30874846
582,30875798
635,30876112
566,30876314
602,30876605
623,30877653
619,30878919
637,30880193
584,30880391
631,30880557
633,30881459
627,30881823
621,30883000
597,30883473
653,30884212
617,30884266
635,30885540
629,30885904
581,30886280
631,30886806
599,30886930
615,30887091
625,30887170
613,30887492
645,30887978
619,30888347
609,30888758
595,30888820
589,30889184
591,30890086
627,30891252
605,30891258
579,30891627
611,30892839
575,30892893
589,30892912
607,30894105
587,30894532
640,30894846
583,30895798
636,30896112
567,30896314
603,30896605
624,30897653
638,30900193
632,30900557
634,30901459
628,30901823
622,30903000
598,30903473
654,30904212
618,30904266
636,30905540
630,30905904
626,30907170
614,30907492
646,30907978
610,30908758
596,30908820
590,30909184
592,30910086
628,30911252
580,30911627
612,30912839
576,30912893
590,30912912
608,30914105
588,30914532
641,30914846
584,30915798
637,30916112
568,30916314
604,30916605
625,30917653
610,30918186
621,30918919
639,30920193
633,30920557
635,30921459
629,30921823
623,30923000
599,30923473
655,30924212
619,30924266
637,30925540
631,30925904
627,30927170
615,30927492
647,30927978
621,30928347
611,30928758
597,30928820
591,30929184
643,30929244
593,30930086
629,30931252
581,30931627
553,30932296
613,30932839
577,30932893
609,30934105
589,30934532
642,30934846
585,30935798
638,30936112
569,30936314
605,30936605
626,30937653
622,30938919
587,30939879
640,30940193
634,30940557
636,30941459
630,30941823
624,30943000
600,30943473
620,30944266
638,30945540
632,30945904
584,30946280
628,30947170
616,30947492
612,30948758
598,30948820
592,30949184
594,30950086
630,30951252
582,30951627
554,30952296
614,30952839
578,30952893
592,30952912
610,30954105
590,30954532
643,30954846
586,30955798
639,30956112
570,30956314
606,30956605
566,30957580
627,30957653
584,30958623
623,30958919
588,30959879
641,30960193
588,30960391
635,30960557
637,30961459
631,30961823
625,30963000
601,30963473
621,30964266
639,30965540
633,30965904
629,30967170
617,30967492
613,30968758
599,30968820
595,30970086
589,30970450
631,30971252
583,30971627
615,30972839
579,30972893
593,30972912
619,30973259
611,30974105
591,30974532
644,30974846
587,30975798
640,30976112
571,30976314
607,30976605
628,30977653
547,30978007
613,30978186
624,30978919
642,30980193
636,30980557
638,30981459
632,30981823
626,30983000
602,30983473
622,30984266
640,30985540
634,30985904
586,30986280
630,30987170
618,30987492
624,30988347
614,30988758
600,30988820
596,30990086
632,30991252
584,30991627
556,30992296
616,30992839
580,30992893
594,30992912
612,30994105
590,30994178
592,30994532
645,30994846
588,30995798
641,30996112
572,30996314
608,30996605
629,30997653
586,30998623
625,30998919
564,31000080
643,31000193
637,31000557
639,31001459
633,31001823
627,31003000
603,31003473
623,31004266
641,31005540
635,31005904
631,31007170
619,31007492
625,31008347
601,31008820
595,31009184
597,31010086
633,31011252
611,31011258
585,31011627
557,31012296
617,31012839
581,31012893
595,31012912
621,31013259
613,31014105
593,31014532
646,31014846
589,31015798
642,31016112
573,31016314
609,31016605
630,31017653
587,31018623
626,31018919
644,31020193
638,31020557
640,31021459
634,31021823
628,31023000
604,31023473
624,31024266
642,31025540
636,31025904
588,31026280
632,31027170
620,31027492
626,31028347
602,31028820
596,31029184
598,31030086
634,31031252
586,31031627
618,31032839
582,31032893
614,31034105
594,31034532
647,31034846
590,31035798
574,31036314
610,31036605
570,31037580
631,31037653
550,31038007
588,31038623
627,31038919
645,31040193
639,31040557
641,31041459
635,31041823
629,31043000
605,31043473
625,31044266
637,31045904
633,31047170
621,31047492
585,31047546
603,31048820
597,31049184
599,31050086
577,31050967
635,31051252
587,31051627
559,31052296
619,31052839
583,31052893
615,31054105
595,31054532
648,31054846
591,31055798
575,31056314
611,31056605
632,31057653
551,31058007
617,31058186
589,31058623
628,31058919
567,31060080
646,31060193
640,31060557
642,31061459
636,31061823
630,31063000
606,31063473
626,31064266
644,31065540
638,31065904
634,31067170
622,31067492
628,31068347
618,31068758
604,31068820
600,31070086
578,31070967
588,31071627
560,31072296
632,31072518
620,31072839
584,31072893
598,31072912
616,31074105
596,31074532
592,31075798
576,31076314
612,31076605
633,31077653
618,31078186
629,31078919
647,31080193
641,31080557
643,31081459
574,31081662
637,31081823
631,31083000
607,31083473
627,31084266
603,31084739
639,31085904
591,31086280
635,31087170
623,31087492
629,31088347
605,31088820
599,31089184
601,31090086
637,31091252
589,31091627
561,31092296
621,31092839
585,31092893
617,31094105
597,31094532
593,31095798
577,31096314
613,31096605
573,31097580
634,31097653
553,31098007
630,31098919
648,31100193
642,31100557
644,31101459
632,31103000
608,31103473
628,31104266
640,31105904
592,31106280
636,31107170
624,31107492
630,31108347
606,31108820
602,31110086
580,31110967
638,31111252
590,31111627
562,31112296
622,31112839
586,31112893
618,31114105
598,31114532
594,31115798
647,31116112
578,31116314
614,31116605
635,31117653
592,31118623
631,31118919
649,31120193
643,31120557
645,31121459
639,31121823
633,31123000
609,31123473
629,31124266
641,31125904
593,31126280
643,31126806
637,31127170
625,31127492
607,31128820
601,31129184
627,31129613
603,31130086
639,31131252
591,31131627
563,31132296
623,31132839
587,31132893
619,31134105
599,31134532
595,31135798
579,31136314
615,31136605
575,31137580
636,31137653
621,31138186
632,31138919
650,31140193
644,31140557
646,31141459
640,31141823
634,31143000
610,31143473
631,31143544
630,31144266
642,31145904
594,31146280
638,31147170
626,31147492
632,31148347
622,31148758
608,31148820
602,31149184
604,31150086
592,31151627
564,31152296
624,31152839
588,31152893
560,31153562
620,31154105
600,31154532
596,31155798
580,31156314
616,31156605
637,31157653
556,31158007
622,31158186
594,31158623
633,31158919
651,31160193
645,31160557
647,31161459
641,31161823
635,31163000
611,31163473
631,31164266
643,31165904
567,31166948
639,31167170
627,31167492
633,31168347
609,31168820
603,31169184
605,31170086
641,31171252
619,31171258
593,31171627
565,31172296
625,31172839
589,31172893
621,31174105
601,31174532
654,31174846
597,31175798
581,31176314
617,31176605
577,31177580
638,31177653
557,31178007
623,31178186
634,31178919
573,31180080
652,31180193
646,31180557
648,31181459
636,31183000
612,31183473
632,31184266
644,31185904
596,31186280
640,31187170
628,31187492
610,31188820
604,31189184
606,31190086
584,31190967
594,31191627
566,31192296
626,31192839
590,31192893
622,31194105
602,31194532
598,31195798
582,31196314
618,31196605
592,31196975
639,31197653
558,31198007
635,31198919
653,31200193
647,31200557
637,31203000
613,31203473
633,31204266
609,31204739
645,31205904
641,31207170
629,31207492
635,31208347
611,31208820
605,31209184
607,31210086
585,31210967
595,31211627
567,31212296
627,31212839
591,31212893
563,31213562
623,31214105
603,31214532
599,31215798
583,31216314
619,31216605
593,31216975
579,31217580
640,31217653
559,31218007
636,31218919
575,31220080
654,31220193
648,31220557
650,31221459
638,31223000
614,31223473
634,31224266
646,31225904
642,31227170
630,31227492
612,31228820
606,31229184
608,31230086
586,31230967
622,31231258
596,31231627
568,31232296
628,31232839
592,31232893
624,31234105
604,31234532
600,31235798
584,31236314
620,31236605
580,31237580
641,31237653
637,31238919
655,31240193
649,31240557
582,31241662
639,31243000
615,31243473
635,31244266
647,31245904
643,31247170
631,31247492
613,31248820
607,31249184
609,31250086
573,31250406
597,31251627
569,31252296
629,31252839
593,31252893
625,31254105
605,31254532
553,31255103
591,31255719
601,31255798
585,31256314
621,31256605
642,31257653
561,31258007
627,31258186
638,31258919
640,31263000
616,31263473
636,31264266
648,31265904
644,31267170
632,31267492
638,31268347
614,31268820
608,31269184
610,31270086
598,31271627
570,31272296
630,31272839
594,31272893
566,31273562
626,31274105
606,31274532
554,31275103
592,31275719
602,31275798
586,31276314
622,31276605
582,31277580
643,31277653
562,31278007
639,31278919
653,31281459
641,31283000
617,31283473
637,31284266
649,31285904
601,31286280
645,31287170
633,31287492
615,31288820
609,31289184
611,31290086
589,31290967
599,31291627
571,31292296
631,31292839
595,31292893
567,31293562
627,31294105
607,31294532
603,31295798
587,31296314
623,31296605
644,31297653
563,31298007
629,31298186
640,31298919
559,31299273
579,31300080
642,31303000
618,31303473
638,31304266
650,31305904
646,31307170
634,31307492
640,31308347
616,31308820
612,31310086
626,31311258
600,31311627
572,31312296
632,31312839
596,31312893
628,31314105
608,31314532
556,31315103
604,31315798
588,31316314
624,31316605
598,31316975
584,31317580
645,31317653
564,31318007
630,31318186
580,31320080
643,31323000
619,31323473
639,31324266
651,31325904
635,31327492
631,31328758
617,31328820
611,31329184
613,31330086
591,31330967
601,31331627
573,31332296
633,31332839
597,31332893
569,31333562
629,31334105
609,31334532
605,31335798
589,31336314
625,31336605
585,31337580
646,31337653
565,31338007
631,31338186
607,31339879
581,31340080
654,31340557
650,31341823
644,31343000
620,31343473
640,31344266
652,31345904
636,31347492
618,31348820
612,31349184
614,31350086
602,31351627
574,31352296
634,31352839
598,31352893
630,31354105
610,31354532
596,31355719
606,31355798
590,31356314
626,31356605
566,31358007
645,31363000
621,31363473
641,31364266
617,31364739
653,31365904
605,31366280
619,31368820
613,31369184
615,31370086
593,31370967
603,31371627
575,31372296
635,31372839
599,31372893
631,31374105
617,31374168
611,31374532
607,31375798
591,31376314
627,31376605
567,31378007
646,31383000
622,31383473
642,31384266
606,31386280
650,31387170
638,31387492
620,31388820
614,31389184
616,31390086
604,31391627
576,31392296
636,31392839
600,31392893
572,31393562
632,31394105
612,31394532
560,31395103
608,31395798
592,31396314
628,31396605
649,31397653
568,31398007
647,31403000
623,31403473
643,31404266
607,31406280
621,31408820
615,31409184
617,31410086
581,31410406
595,31410967
605,31411627
577,31412296
637,31412839
601,31412893
633,31414105
613,31414532
609,31415798
593,31416314
629,31416605
589,31417580
650,31417653
569,31418007
648,31423000
624,31423473
644,31424266
608,31426280
652,31427170
646,31428347
622,31428820
616,31429184
618,31430086
606,31431627
578,31432296
572,31432660
638,31432839
602,31432893
550,31432964
620,31434168
614,31434532
562,31435103
610,31435798
594,31436314
630,31436605
570,31438007
649,31443000
625,31443473
645,31444266
623,31448820
617,31449184
619,31450086
607,31451627
579,31452296
603,31452893
551,31452964
635,31454105
615,31454532
611,31455798
595,31456314
631,31456605
591,31457580
571,31458007
587,31460080
650,31463000
626,31463473
646,31464266
624,31468820
618,31469184
620,31470086
608,31471627
580,31472296
604,31472893
636,31474105
616,31474532
564,31475103
612,31475798
596,31476314
632,31476605
572,31478007
638,31478186
651,31483000
627,31483473
647,31484266
611,31486280
607,31487546
625,31488820
619,31489184
621,31490086
609,31491627
581,31492296
605,31492893
637,31494105
617,31494532
565,31495103
613,31495798
597,31496314
633,31496605
593,31497580
573,31498007
652,31503000
628,31503473
648,31504266
612,31506280
626,31508820
620,31509184
622,31510086
600,31510967
610,31511627
582,31512296
606,31512893
554,31512964
578,31513562
618,31514532
566,31515103
614,31515798
598,31516314
574,31518007
570,31519273
653,31523000
629,31523473
649,31524266
613,31526280
627,31528820
621,31529184
623,31530086
601,31530967
611,31531627
583,31532296
607,31532893
555,31532964
579,31533562
625,31534168
619,31534532
615,31535798
599,31536314
563,31536369
575,31538007
630,31543473
614,31546280
628,31548820
622,31549184
624,31550086
618,31550450
602,31550967
612,31551627
584,31552296
608,31552893
620,31554532
568,31555103
616,31555798
600,31556314
610,31556975
576,31558007
631,31563473
615,31566280
629,31568820
623,31569184
625,31570086
603,31570967
613,31571627
585,31572296
609,31572893
557,31572964
621,31574532
569,31575103
617,31575798
601,31576314
577,31578007
573,31579273
632,31583473
616,31586280
630,31588820
624,31589184
626,31590086
604,31590967
614,31591627
586,31592296
610,31592893
558,31592964
582,31593562
622,31594532
570,31595103
618,31595798
602,31596314
566,31596369
578,31598007
620,31599879
633,31603473
617,31606280
631,31608820
625,31609184
627,31610086
605,31610967
615,31611627
587,31612296
611,31612893
559,31612964
583,31613562
623,31614532
571,31615103
619,31615798
603,31616314
567,31616369
579,31618007
575,31619273
634,31623473
632,31628820
626,31629184
628,31630086
606,31630967
616,31631627
588,31632296
612,31632893
560,31632964
624,31634532
572,31635103
620,31635798
604,31636314
568,31636369
580,31638007
633,31648820
627,31649184
629,31650086
607,31650967
617,31651627
589,31652296
613,31652893
561,31652964
625,31654532
573,31655103
621,31655798
605,31656314
581,31658007
577,31659273
620,31666280
592,31666948
634,31668820
628,31669184
630,31670086
618,31671627
590,31672296
614,31672893
562,31672964
586,31673562
626,31674532
574,31675103
622,31675798
606,31676314
584,31676387
582,31678007
621,31686280
635,31688820
631,31690086
609,31690967
619,31691627
591,31692296
615,31692893
563,31692964
627,31694532
575,31695103
623,31695798
607,31696314
583,31698007
622,31706280
636,31708820
630,31709184
632,31710086
610,31710967
620,31711627
592,31712296
616,31712893
564,31712964
628,31714532
576,31715103
624,31715798
608,31716314
572,31716369
556,31716730
584,31718007
623,31726280
637,31728820
633,31730086
611,31730967
621,31731627
593,31732296
617,31732893
565,31732964
629,31734532
577,31735103
625,31735798
609,31736314
573,31736369
605,31737580
585,31738007
581,31739273
624,31746280
638,31748820
632,31749184
634,31750086
622,31751627
594,31752296
588,31752660
618,31752893
566,31752964
630,31754532
578,31755103
626,31755798
610,31756314
586,31758007
582,31759273
633,31769184
613,31770967
623,31771627
595,31772296
619,31772893
567,31772964
631,31774532
579,31775103
627,31775798
611,31776314
575,31776369
587,31778007
626,31786280
570,31787617
552,31788945
634,31789184
630,31790450
614,31790967
624,31791627
596,31792296
620,31792893
568,31792964
632,31794532
580,31795103
628,31795798
612,31796314
576,31796369
588,31798007
627,31806280
635,31809184
615,31810967
625,31811627
597,31812296
621,31812893
569,31812964
633,31814532
581,31815103
629,31815798
613,31816314
577,31816369
589,31818007
585,31819273
628,31826280
624,31827546
638,31830086
626,31831627
598,31832296
622,31832893
570,31832964
634,31834532
582,31835103
630,31835798
614,31836314
578,31836369
590,31838007
629,31846280
617,31850967
627,31851627
599,31852296
623,31852893
571,31852964
635,31854532
583,31855103
631,31855798
615,31856314
579,31856369
625,31856975
591,31858007
587,31859273
630,31866280
618,31870967
628,31871627
600,31872296
624,31872893
572,31872964
636,31874532
584,31875103
632,31875798
616,31876314
592,31878007
603,31886948
619,31890967
629,31891627
601,31892296
625,31892893
573,31892964
597,31893562
637,31894532
585,31895103
633,31895798
617,31896314
581,31896369
593,31898007
632,31906280
630,31911627
602,31912296
626,31912893
574,31912964
638,31914532
586,31915103
634,31915798
618,31916314
594,31918007
633,31926280
605,31926948
559,31928945
631,31931627
603,31932296
627,31932893
575,31932964
587,31935103
635,31935798
619,31936314
583,31936369
615,31937580
560,31948945
