total_t,total_$,tw0,tw1,tw3,tw4
600,30221459,91,120,108,167
566,29144212,84,166,94,171
588,29747978,76,152,97,179
568,30032839,68,173,114,177
626,31192839,68,164,87,134
603,29732407,108,110,71,168
637,30089600,112,115,82,142
638,30275311,106,111,98,121
620,30660557,89,127,128,140
633,30881459,92,123,85,121
629,29968698,94,131,129,134
615,29416118,117,147,82,159
634,30352407,103,116,98,126
627,29573618,102,145,101,117
608,29832407,116,113,103,162
644,30785478,88,145,112,127
651,29972352,103,168,112,126
630,29633618,105,142,107,118
591,30080557,73,141,128,166
644,31020193,89,140,90,125
598,31271627,72,128,101,172
594,30267170,86,113,113,171
570,28352352,96,149,82,192
624,31152839,72,161,117,138
596,30180557,79,120,127,183
618,31514532,71,128,115,114
600,29987978,84,158,95,171
574,29943000,85,134,106,187
623,30238864,88,181,136,121
568,29823000,82,135,90,179
600,29515311,99,111,97,157
597,29498136,104,135,125,107
587,30203000,79,144,95,175
576,28954045,95,136,96,165
642,30189600,112,124,102,147
600,28907005,102,174,130,163
608,29193618,111,145,78,168
650,30591141,125,131,97,135
618,31032839,70,165,97,119
606,30583000,93,131,91,148
615,29845793,102,128,128,157
595,28897700,96,169,61,187
584,30668820,64,132,106,168
597,30612839,72,161,105,161
571,30092839,68,177,86,177
585,31653562,59,117,98,166
595,29122986,100,144,127,167
588,29109600,95,118,98,168
641,29727005,100,165,128,133
589,29295311,120,114,99,184
570,29540193,84,140,93,181
602,29945478,91,140,109,147
589,29767978,91,140,103,173
638,29793618,115,145,66,130
644,31185904,86,131,106,119
636,31183000,90,129,89,130
601,29155047,107,103,110,167
624,30258864,87,173,128,129
644,30471141,98,125,81,135
649,30248334,121,143,90,140
591,29169600,98,115,113,180
622,29662986,118,142,127,151
619,29287005,120,158,129,157
587,28647005,107,160,128,167
578,29429559,75,167,60,168
583,29009600,112,121,95,173
620,30305478,80,138,117,143
617,29689600,120,124,118,166
593,28767005,94,157,130,166
591,30974532,69,129,90,156
630,30145793,113,124,130,126
582,28637700,100,177,59,173
611,29127005,114,161,134,168
613,29609600,99,124,100,137
622,29473618,95,141,105,121
573,30530086,70,124,94,158
630,30821459,87,121,114,137
607,30527170,93,112,120,171
648,30551141,121,134,104,133
611,30525904,82,131,104,143
634,30225793,100,121,128,130
578,29151141,102,140,100,174
606,29236118,98,139,98,175
619,29496118,109,152,111,156
635,30088698,100,130,127,132
585,30770086,67,124,101,166
592,29745478,87,145,110,159
637,29962986,117,136,128,131
622,29828698,102,143,138,133
599,29013618,99,144,113,176
622,30534846,88,128,127,133
605,29178966,117,143,57,162
578,28994045,106,128,108,175
573,30448820,65,132,109,177
579,32012964,54,162,86,172
601,29880130,90,145,131,155
596,30307170,91,115,96,171
594,29761545,86,94,85,165
645,30415311,109,107,112,124
633,29882986,105,147,130,117
565,29972839,68,164,102,180
595,28933618,104,145,99,161
578,30232839,71,169,102,178
588,29275311,98,106,87,171
572,31478007,61,130,101,178
586,29392407,99,117,103,171
629,30358864,90,164,127,135
588,28757700,117,177,60,188
635,30049600,99,123,103,129
651,30844212,93,161,96,126
599,29758864,82,168,131,141
597,29845478,90,142,91,171
638,31223000,87,131,126,138
633,31123000,90,130,101,129
625,29616118,122,153,116,133
621,30641459,89,124,104,147
622,31428820,72,155,109,141
612,31506280,69,132,128,137
580,30272839,72,175,102,162
597,29455311,123,117,106,168
628,30232407,103,115,103,143
639,30685478,93,144,100,122
582,30794532,65,130,83,183
606,29792407,120,116,97,160
614,30952839,65,171,106,137
638,30538864,90,158,132,125
639,30325793,105,134,127,131
610,30872839,71,180,105,136
600,30988820,70,136,102,151
598,30948820,72,154,81,173
575,29805904,86,131,96,174
617,30645904,76,130,83,133
622,30112407,95,107,103,144
631,30135311,107,111,103,137
578,30023000,88,131,95,175
596,29312425,117,136,111,106
595,29415311,114,116,81,168
606,29027005,97,177,128,177
619,30052407,112,114,93,153
582,29627978,88,161,78,143
577,28974045,100,135,93,174
603,29176118,109,163,106,152
622,29789600,109,120,104,159
593,31813562,59,124,91,156
620,29307005,106,169,135,133
628,31104266,89,116,112,122
591,29036313,106,101,105,190
591,29598864,86,163,127,167
590,29472407,102,107,87,165
590,28833618,96,143,102,170
594,29867978,90,153,100,167
577,30851627,64,127,98,151
604,29595311,104,115,77,167
594,30868820,71,133,110,159
593,30404266,90,117,98,174
639,30002986,103,144,129,130
625,31127492,70,175,131,125
636,30707978,83,156,93,121
645,30016118,114,149,95,132
600,29116118,99,159,102,161
578,28593618,112,138,90,181
610,29715311,114,113,101,144
627,29928698,107,130,130,134
616,30098864,91,171,130,146
622,30427978,88,142,91,144
579,30891627,66,128,101,183
622,30857653,93,132,129,139
611,30683000,80,128,93,126
604,30752839,72,173,79,164
639,30129600,106,123,90,119
624,29387005,107,166,128,139
587,29089600,95,123,73,174
576,29825904,77,128,91,166
602,29428698,116,123,127,154
648,30309600,108,120,91,120
619,29413618,96,145,95,129
643,30532407,110,114,105,115
616,30992839,72,165,121,132
637,29773618,109,139,107,129
571,28688334,94,137,94,168
623,29682986,113,131,128,138
589,29338738,92,108,94,176
576,28788334,118,136,102,179
584,30143000,91,132,97,182
602,29712407,103,117,114,163
612,29273618,106,145,99,152
625,31172839,72,192,104,133
589,30768820,69,147,94,156
620,31388820,71,144,109,123
618,30665904,92,136,109,130
578,28828334,94,159,111,161
585,29964284,78,144,108,105
609,30852839,69,153,94,144
631,31164266,87,115,101,133
656,30388334,119,143,101,127
580,28633618,102,142,96,179
614,30058864,93,162,135,119
594,29102986,94,138,129,162
618,30823000,90,121,91,149
633,31047170,93,109,111,127
586,29625478,90,145,122,169
585,28861490,93,131,88,168
644,30314045,124,136,109,128
590,31111627,71,126,96,170
605,29322986,114,142,127,158
592,31151627,71,124,109,161
602,31028820,70,139,99,146
601,30241459,89,124,81,169
618,29582986,97,147,138,145
592,30384266,79,114,91,163
583,30204266,82,114,85,180
636,29753618,97,141,92,132
635,30372407,101,115,123,112
621,30680557,86,123,131,135
599,30652839,72,175,106,187
644,30507059,111,107,136,129
627,31167492,71,179,127,131
588,29432407,101,117,117,173
581,31176314,57,174,111,171
622,30700557,93,129,130,145
627,30085793,110,119,130,149
584,28677700,94,158,59,172
599,29202986,107,125,128,167
618,29748698,119,123,127,141
644,29996118,111,153,87,121
595,29805478,88,145,111,174
619,31052839,68,156,84,127
638,30432407,101,115,115,121
599,30038303,90,169,98,104
613,29482986,99,138,133,157
595,29086444,98,175,110,106
598,30224284,88,147,124,108
633,31077653,83,130,130,129
613,30932839,68,166,112,148
598,28867005,102,167,127,175
598,30018303,75,159,119,106
593,29765478,85,144,97,159
613,29293618,111,145,90,151
609,29213618,120,141,109,151
607,30684266,93,117,91,176
621,30514846,88,131,127,128
646,29827005,103,173,139,127
613,31248820,71,145,99,139
593,29584449,82,99,93,152
607,29173618,98,133,107,157
629,31734532,72,129,96,132
617,31012839,72,151,110,132
585,29372407,111,117,84,183
598,29865478,80,143,94,172
639,30558864,80,168,131,117
603,29246444,109,160,91,105
633,31204266,89,110,101,125
604,30543000,81,129,96,158
632,30155311,104,110,111,138
639,29813618,120,144,81,141
609,30401459,90,122,96,156
572,29745904,75,130,93,195
646,30354045,108,135,86,121
628,30781459,91,122,101,122
633,31414105,71,141,112,125
637,29317525,113,127,115,130
623,29493618,94,138,89,139
610,30105478,93,145,112,149
604,31391627,72,125,125,156
621,29642986,95,141,133,143
597,29126444,106,171,111,101
604,29113618,104,137,100,169
606,30664266,85,115,96,163
629,30485478,86,135,119,137
594,29438738,82,107,99,189
573,30132839,67,161,94,167
596,28827005,108,179,134,166
625,31488820,72,154,117,131
603,30604266,87,116,94,175
628,30820557,90,126,128,123
633,30175311,111,106,79,138
636,30197472,91,110,115,129
572,28874045,108,129,82,163
565,30288820,71,147,82,184
599,29652407,100,112,94,162
590,28916118,101,138,94,173
570,29705904,74,138,100,174
592,29026444,114,171,125,107
639,30640130,90,144,127,118
604,28973506,117,107,120,160
591,29914846,90,151,132,161
616,30783000,88,123,93,123
616,30707170,86,111,122,152
630,31017653,93,119,129,130
608,30832839,71,152,119,127
568,30514532,66,138,97,173
573,29765904,80,147,112,166
615,29972407,130,110,100,152
608,32592964,54,157,95,134
641,30208698,115,128,129,131
586,29941459,84,123,100,169
604,30301459,82,117,106,156
584,28796118,116,163,94,182
603,30447170,89,113,100,158
605,30727492,72,169,129,145
575,30044266,90,116,105,174
622,30661459,86,123,93,126
631,29653618,110,143,115,140
601,30692839,71,167,96,160
614,31268820,71,148,102,140
638,31065904,86,140,92,118
588,28793618,114,144,115,170
638,30148698,122,121,127,126
632,30028698,103,125,132,124
614,29502986,95,146,129,154
608,29675311,98,117,96,153
591,30574105,72,145,68,177
591,29689559,84,167,57,167
611,30892839,71,158,76,131
656,30072352,124,165,102,137
572,29580193,80,131,106,181
597,30161459,90,123,89,162
583,28776118,111,152,91,173
609,29852407,112,116,93,177
632,30861459,85,113,125,127
650,30222986,126,146,127,119
595,29615232,101,133,115,106
596,29106444,100,174,115,105
605,30563000,92,120,103,158
623,29809600,104,124,109,134
632,30418864,83,165,131,134
622,30984266,85,114,105,146
594,29096313,119,100,116,170
622,29985793,99,118,127,150
645,30288698,118,136,140,136
635,29688271,104,145,140,136
620,29516118,108,152,73,126
635,31372839,69,174,74,119
582,29231141,97,126,89,172
600,31154532,70,133,116,163
572,28708334,117,137,86,198
608,29509600,98,123,96,162
622,29909964,99,116,130,140
569,30052839,70,181,96,178
614,30907492,70,165,132,139
608,30704266,82,113,102,151
612,29912407,108,114,97,152
613,29775311,106,114,106,146
601,29242986,97,149,132,165
606,29898864,82,182,134,149
601,29798864,88,170,130,151
643,30847978,83,161,108,116
640,30787978,93,154,112,117
633,29776118,104,145,107,132
626,30425478,93,145,107,144
587,29727978,85,134,111,175
589,28996313,104,97,89,168
587,30728820,72,147,94,145
638,30109600,109,123,90,137
614,29795311,95,105,124,147
643,31165904,86,133,116,125
594,29066444,111,181,109,107
607,29256118,106,159,110,165
608,29157700,131,166,63,169
618,31348820,69,130,89,140
577,29845904,89,130,88,177
586,28836118,105,149,90,196
610,29549600,128,122,103,149
638,29982986,111,131,135,132
626,29636118,107,154,107,127
594,30424266,90,108,85,168
642,29873618,101,144,115,129
601,29735232,95,132,96,108
646,31060193,91,152,81,131
611,29998864,90,166,129,155
620,29622986,94,135,132,134
604,29752407,124,117,100,178
623,29848698,105,132,144,142
625,31044266,88,117,104,119
625,29722986,105,145,134,133
630,29949600,104,119,98,123
607,29362986,114,138,131,162
629,30967170,84,115,96,139
615,29333618,114,138,94,171
610,29107005,108,169,131,149
606,30341459,93,122,104,160
610,29386444,118,171,114,108
592,29277772,95,140,61,106
610,28696259,96,131,104,156
584,29029600,108,121,93,173
584,30834532,70,141,100,172
612,32112296,61,141,94,159
628,30947170,89,117,100,132
573,30771627,67,129,94,172
605,30087978,86,152,120,151
589,29558864,90,169,129,166
608,31148820,67,139,86,143
615,30687170,79,115,114,164
603,31214532,70,132,93,138
635,29697700,95,160,62,141
624,30740557,83,120,134,135
560,29024212,80,181,95,188
591,28817700,100,158,63,169
648,30182986,120,131,127,128
585,29758303,92,172,71,104
599,30367170,93,117,89,169
639,31243000,81,131,120,124
601,29136118,117,155,114,161
580,31156314,59,171,92,161
565,29521459,84,124,101,167
582,30951627,72,133,95,172
608,29148271,105,145,129,165
627,30761459,89,123,104,131
600,29222986,116,148,127,160
584,30224266,85,117,98,177
597,30034846,78,142,131,137
597,28999218,98,96,107,162
605,30321459,93,114,111,148
627,30445478,77,145,111,133
595,28807005,108,167,128,160
640,29916118,104,151,86,125
593,29999569,73,134,95,108
591,30364266,83,117,95,168
608,29382986,112,148,133,143
612,30018864,89,183,129,151
628,31714532,71,119,106,135
635,30215311,103,113,97,126
580,29505478,89,142,91,161
635,30921459,93,120,106,134
591,29725478,85,145,100,168
617,29855311,101,117,91,128
598,29182986,104,137,129,166
632,30734846,92,166,127,139
605,30772839,72,177,107,163
641,29713506,122,105,109,126
633,30565478,88,145,105,138
609,29568698,128,134,128,153
624,30467978,73,150,98,123
606,30792839,70,164,82,146
620,30178864,85,167,127,148
617,30757653,90,133,127,161
605,29772407,99,116,107,166
570,32471752,55,128,92,156
625,29716313,103,100,102,141
575,29721459,91,122,109,173
599,30074846,89,136,130,138
597,29998303,74,158,76,107
585,32132964,53,170,93,159
593,28976118,109,155,114,153
630,30587978,89,164,79,129
594,29395311,111,113,116,165
621,30407978,85,157,89,143
576,30674532,62,138,115,175
584,30750086,72,121,89,159
582,28673618,110,143,115,172
584,29352407,105,112,107,161
600,29469964,113,114,134,160
601,31174532,68,137,97,144
626,31674532,68,134,92,141
618,30581459,78,122,98,121
612,29426444,119,172,101,104
587,30127170,90,116,100,170
621,29965793,105,118,129,129
651,30454045,115,140,107,120
632,30627978,78,162,108,137
599,30409996,80,120,94,105
648,29867005,125,157,129,129
637,29956313,109,101,91,143
575,30488820,62,137,116,165
631,30008698,107,131,129,137
593,29532407,119,109,108,183
607,30127978,93,155,79,141
608,29346444,115,167,99,107
572,30112839,65,167,117,183
642,29747005,105,169,135,123
626,29908698,99,126,128,121
625,30405478,77,142,84,134
609,29296118,132,151,88,175
620,29788698,111,135,128,138
572,28392352,94,169,103,187
585,28816118,112,146,108,172
635,31854532,70,128,110,128
623,31004266,84,115,100,142
603,29838864,89,170,127,165
610,29872407,117,116,117,156
644,30552407,102,108,88,134
620,29433618,97,139,116,128
633,29693618,99,143,119,124
624,29596118,100,155,102,139
610,30663000,84,129,109,165
628,29864252,97,120,129,149
645,30249600,137,120,101,135
652,30631141,111,127,114,123
596,29435311,113,115,93,192
633,29356129,102,127,95,122
633,29730771,105,162,131,120
590,30518186,71,179,62,165
572,30594532,72,124,108,174
597,30928820,71,140,124,152
563,29084212,87,151,84,179
604,29043222,108,109,87,159
598,30504266,93,113,88,182
626,30065793,105,124,138,120
606,29835232,116,131,75,106
577,29761459,84,123,95,173
616,29436118,114,151,105,149
630,30694846,85,142,130,122
588,28667005,105,169,127,173
581,29211141,104,137,95,175
600,29905478,87,140,97,161
598,29348698,123,119,127,169
569,29520193,81,137,89,179
638,30747978,90,150,92,123
609,30274846,88,148,128,129
591,31212893,69,115,88,157
615,31288820,62,136,96,142
591,29006444,111,160,105,101
630,31144266,78,115,118,135
606,30107978,89,155,107,165
581,30774532,67,122,120,170
622,31276605,71,155,99,128
635,31087170,88,110,104,126
625,29888698,114,124,131,142
647,30056118,103,153,97,135
570,30711627,65,130,112,167
587,29645478,89,145,81,167
586,29112425,96,131,98,103
615,29688698,117,128,128,141
622,30903000,83,120,108,135
633,31648820,72,133,88,133
600,30094846,91,135,128,151
559,29004212,82,158,88,190
556,32424823,51,174,105,182
617,30245478,78,136,107,128
611,29765793,99,121,127,161
588,30304266,90,104,97,172
624,30385478,78,143,94,128
600,29186444,106,177,124,104
602,29262986,109,138,131,162
628,31232839,72,164,101,128
649,30013618,122,144,90,131
594,29552407,100,116,102,160
577,31412296,57,165,98,172
649,30571141,94,130,99,132
614,29396118,117,178,115,179
599,29967978,92,161,90,163
569,29685904,84,119,89,182
625,31811627,69,138,83,141
586,28753618,96,145,102,174
631,30292407,102,112,94,132
635,29816118,122,134,105,138
590,30187170,76,112,86,173
625,29077525,97,129,98,122
595,31054532,67,131,102,175
589,29685478,93,133,81,185
599,31536314,60,164,106,146
624,30574846,90,132,134,130
626,30507978,75,168,115,132
645,29807005,111,166,129,129
611,30847492,68,155,135,134
631,31007170,88,113,122,140
614,30540557,83,133,130,149
641,29853618,120,145,86,127
589,30534105,72,142,99,171
574,29038738,88,103,89,166
589,28941490,93,131,93,176
570,30388820,69,142,105,176
627,30800557,83,133,127,127
592,30100557,80,129,131,137
616,29353618,108,145,89,136
641,31080557,84,133,131,137
577,29445478,75,144,96,168
589,30288347,89,138,60,177
614,30667170,93,111,118,142
616,31876314,59,175,115,127
607,30361459,85,124,110,164
605,30158303,89,163,117,108
590,30064284,88,138,101,101
594,30140557,91,118,127,154
592,29398136,100,120,107,107
631,31037653,93,124,137,133
618,30347978,92,153,119,147
627,29433506,94,109,86,135
597,29413691,96,120,101,102
574,28793681,99,126,60,175
646,31383000,92,135,104,132
593,29638864,73,170,127,160
588,28653506,103,109,115,165
629,30997653,85,128,131,121
627,30881823,91,108,127,123
619,29602986,107,141,127,140
603,30281459,79,124,97,165
585,30087170,78,114,101,166
620,29915311,95,117,108,140
646,30511141,122,137,96,113
593,29046444,100,178,112,100
642,31303000,88,134,109,135
587,28773618,106,138,104,175
610,30827492,69,175,128,138
587,29961459,79,118,90,172
592,29934846,87,141,130,179
590,29705478,86,139,85,162
595,29445793,108,119,130,160
628,30075311,112,116,109,127
597,29664449,79,102,87,168
608,30029559,87,157,62,154
580,30588820,70,127,96,160
584,29585478,81,136,97,163
643,29767005,100,164,133,129
582,29312407,118,114,96,188
567,29645904,84,131,97,184
654,30514045,119,134,99,126
615,29297700,114,151,58,143
641,30365793,132,133,131,118
623,29975311,133,117,93,160
585,28593506,94,105,99,196
651,30288334,98,158,101,113
594,30144284,87,138,115,108
597,28937700,107,175,62,171
629,30840557,80,131,130,133
599,31134532,71,136,108,169
634,29713618,97,144,105,130
638,29876118,134,157,84,148
582,29521545,81,97,104,178
603,30401823,86,113,128,157
610,32026948,58,153,128,132
610,29316118,122,156,86,165
570,29387978,93,142,96,173
602,30427170,78,110,78,163
621,29769600,116,116,92,139
620,31072839,66,155,90,133
609,30085478,89,136,117,158
580,28949600,97,118,78,186
586,28627005,104,161,128,168
629,30125793,112,138,137,130
644,30229600,104,124,117,122
601,30449996,86,125,113,108
615,29522986,106,151,129,144
636,30108698,96,133,128,145
608,30420557,86,146,128,141
616,29669600,104,124,106,142
608,29276118,97,152,88,148
630,29597700,101,172,60,129
574,28748334,98,138,94,172
605,30644266,89,115,93,156
577,30212839,69,170,76,154
629,31334105,72,137,117,124
612,29553681,103,146,62,153
617,30600557,80,127,132,132
613,29932407,113,109,95,148
621,30280130,86,145,127,131
604,29139218,102,97,89,152
635,30013681,94,137,61,127
576,29111141,97,143,83,178
629,30440130,80,143,130,143
611,29336118,121,158,114,164
644,30974846,87,142,127,125
636,30980557,91,131,128,138
596,29698864,93,175,129,160
601,30407170,92,115,115,172
613,30247978,90,150,96,149
600,31872296,61,151,91,124
634,30068698,98,129,127,135
632,31184266,91,114,102,112
621,31731627,70,121,102,141
602,29226444,119,155,98,104
591,29062756,81,129,116,166
573,28809600,102,122,104,177
593,31014532,72,143,104,158
618,29875311,113,116,120,138
609,29695311,95,117,97,164
598,29146444,103,167,118,108
584,29667978,88,154,99,167
637,29856118,119,155,97,136
632,29637700,102,152,60,130
641,30042986,99,151,129,119
577,31096314,58,151,93,159
637,30285793,103,124,127,133
623,30447978,92,154,104,138
647,30531141,111,121,97,131
631,29608271,95,139,129,127
576,29983000,93,130,94,180
581,28736118,108,153,111,181
603,28953506,105,109,101,173
639,29896118,110,163,113,125
614,29173506,110,107,102,144
611,30314846,91,147,128,160
598,31114532,67,144,105,162
599,30201459,83,120,108,158
620,30387978,86,148,115,145
618,30138864,88,171,129,144
585,29581545,75,101,100,178
579,30124266,90,116,103,162
590,29188698,94,143,130,167
639,29777700,105,167,60,124
611,31208820,71,135,100,126
616,31474532,70,134,88,145
627,30527978,84,155,122,139
619,29768698,112,134,134,147
563,29400193,89,131,107,178
604,30624266,88,112,117,156
571,30655798,64,117,87,181
595,29288698,103,135,127,165
593,29339392,114,141,56,186
637,30128698,97,141,128,130
640,29296259,103,131,91,146
612,29628698,122,123,130,140
589,28687005,104,147,129,174
638,31432839,72,164,109,138
620,30787170,84,117,87,142
589,30044284,87,135,104,105
579,29095311,105,112,104,180
594,29974846,78,140,129,156
604,29468698,100,138,134,166
585,29215311,94,114,105,160
596,29142986,122,146,131,165
592,29232425,103,142,111,107
647,31403000,92,122,115,121
616,30225478,88,144,105,150
602,29307710,118,144,94,102
584,32112964,54,177,100,159
589,29649559,83,164,59,163
632,29756118,105,148,75,130
571,29011141,94,130,85,172
589,30167170,85,117,85,166
600,29388698,97,127,130,156
605,29216118,100,156,116,155
587,30894532,68,121,98,175
611,30207978,86,147,99,141
654,30032352,108,162,108,133
576,29907170,91,107,96,164
584,32428945,53,138,117,154
595,29994846,93,162,131,155
640,30022986,116,145,128,138
589,28276259,107,131,77,171
624,30701459,81,121,115,137
642,30355311,104,116,101,129
574,29785904,92,128,93,178
613,31652893,71,117,107,138
638,30981459,87,123,114,130
596,30014846,81,147,131,165
635,30605478,93,143,102,140
616,30414846,87,135,132,147
631,30089964,120,115,131,132
623,30636112,92,121,129,151
631,30880557,90,124,130,131
636,29942986,116,144,129,126
623,31614532,70,132,114,138
572,30996314,59,176,109,167
582,28989600,111,122,97,183
610,29422986,119,135,127,166
632,32032893,68,111,99,117
601,31331627,71,137,112,162
627,29656118,116,160,92,143
605,29286444,107,164,112,107
653,30651141,122,132,121,122
570,28668334,99,146,97,182
645,31040193,88,144,111,124
614,30267978,87,153,94,145
649,30804212,93,168,96,131
583,28693618,115,144,98,164
591,30207170,91,117,98,148
600,30058303,89,155,90,108
618,29476118,100,149,92,124
621,31408820,69,145,122,129
631,29736118,103,150,78,128
634,30195311,108,116,90,124
580,30911627,68,127,94,179
578,28909600,99,120,107,180
590,30954532,69,128,111,175
618,30454846,85,144,134,154
633,29657700,111,169,60,137
605,30005478,87,145,109,153
577,30167492,68,163,129,156
630,29716118,105,157,100,133
640,29833618,100,140,86,127
599,29885478,88,145,109,168
599,28887005,110,175,128,161
603,29941545,91,98,111,167
620,29561490,90,131,93,128
593,29503183,90,103,107,175
578,31598007,60,125,97,180
595,28793506,125,103,87,175
611,30607170,88,116,120,123
626,30780557,93,137,128,132
569,28648334,108,137,87,180
636,30392407,104,114,99,135
613,31414532,71,124,94,138
583,29881459,82,123,102,177
629,30567978,87,154,88,142
630,29577952,106,103,119,149
641,30598864,89,177,132,131
612,29462986,98,134,130,152
611,29735311,98,115,75,140
627,29352240,95,110,117,134
607,31294532,69,125,76,134
580,30835798,67,117,112,146
570,28991141,107,129,92,175
605,28993506,102,108,84,172
598,29947978,90,145,79,169
582,30027170,92,115,97,171
610,29093506,113,104,107,134
643,30638864,93,161,129,126
602,30134846,93,129,128,155
573,29365478,85,143,105,171
612,29133506,126,101,107,137
595,30121459,93,114,106,175
640,30578864,86,166,129,146
617,31328820,71,127,76,141
620,29388271,103,144,133,156
575,28934045,99,149,102,169
580,31638007,61,122,116,152
637,30255311,103,116,83,122
601,29565793,106,118,129,164
596,28883222,104,108,125,161
569,30936314,60,172,93,185
621,29536118,107,151,110,157
615,30394846,86,149,128,151
588,29305793,95,123,127,165
642,30385793,120,127,130,137
581,30007170,79,109,102,173
628,30105793,100,139,129,142
582,31512296,60,134,106,169
591,31131627,71,125,104,167
623,30365478,90,142,94,136
624,30867170,84,114,93,128
599,29459392,108,122,63,163
596,31074532,72,140,84,160
579,29567978,87,145,75,170
583,29565478,82,144,91,169
567,29164212,91,173,99,177
568,30595798,64,112,91,182
590,29787978,92,158,84,160
572,30428820,71,143,87,170
604,29472425,102,146,103,97
639,30452407,118,117,108,115
568,29500193,85,138,102,176
635,30245793,108,131,127,131
584,31236314,61,160,101,171
582,29861459,86,122,110,178
598,28957700,102,158,54,173
585,29687978,91,159,84,179
611,29442986,115,135,130,171
575,29963000,88,123,95,172
636,29297525,111,129,94,130
585,28828933,109,101,115,167
581,29841459,82,122,75,184
622,29428271,101,140,127,130
632,31312839,69,182,96,128
624,31024266,91,113,95,144
630,31911627,68,128,83,132
594,29785478,87,144,113,172
574,29071141,118,122,87,174
620,31711627,71,123,84,148
615,30521459,84,120,98,137
634,30774846,91,148,136,125
655,30368334,130,133,103,121
631,30841459,82,122,82,121
605,29878864,89,175,130,156
604,31068820,72,145,88,139
600,29392425,100,155,98,101
606,30507170,79,117,99,161
627,30167059,98,109,127,131
619,30924266,75,117,100,146
586,30107170,89,114,105,173
599,30524266,80,116,101,152
573,30614532,72,121,106,172
599,28977700,106,164,63,167
604,29302986,101,130,131,174
612,29785793,105,134,139,139
623,30005793,108,125,127,143
639,29768271,101,145,135,128
632,31027170,87,105,99,141
579,28696118,99,150,90,193
570,30554532,69,128,106,179
617,30561459,82,123,97,136
639,30168698,112,127,129,109
606,29306444,111,189,109,100
621,30807170,77,112,107,136
629,30801459,88,124,95,127
640,30345793,113,127,140,149
638,31147170,82,116,89,122
603,29965478,77,143,104,165
599,29372425,111,160,110,106
592,30676605,64,153,87,165
607,30767492,68,170,129,136
606,31992296,59,137,101,143
619,31368820,68,135,118,137
596,30674105,71,145,111,171
623,30645540,90,151,61,157
637,30834846,86,142,133,126
625,30172407,98,110,103,131
586,28717700,97,161,62,196
600,29669885,112,124,134,108
604,30467170,80,117,112,166
577,30528820,72,135,92,179
650,30824212,92,151,102,129
613,31571627,69,127,120,149
592,29385793,96,124,131,166
631,31774532,71,135,106,143
618,29393618,99,140,99,132
635,30794846,87,152,139,124
601,30078303,81,185,108,105
618,30747170,93,116,93,139
624,31791627,69,131,114,153
620,30072407,129,108,114,167
617,30727170,81,115,107,115
612,30334846,90,141,128,152
623,29576118,102,155,99,137
596,29978303,85,174,123,108
623,30554846,87,162,132,137
585,30244266,77,115,112,164
630,30505478,88,142,112,125
634,31067170,85,114,122,133
585,29245793,97,132,131,168
594,30297653,83,128,130,169
581,29292407,96,111,73,178
629,31252839,70,175,95,138
605,31254532,64,132,113,146
619,30474846,84,144,131,133
623,31087492,72,166,127,147
586,28906444,98,167,108,102
601,29412425,100,141,102,105
573,28894045,97,142,101,189
598,29182362,115,152,133,99
600,28997700,100,152,59,169
601,30437653,77,132,128,151
563,28528334,96,141,88,185
631,29617700,108,165,61,124
580,30436605,72,159,111,174
571,29725904,92,124,106,184
593,28753506,97,102,114,163
627,30212407,100,115,91,121
625,30381545,81,100,100,140
577,28573618,98,145,87,177
565,29124212,79,163,80,177
602,30469996,93,136,108,107
608,29705793,95,122,135,144
651,30611141,137,129,84,127
643,30082986,95,132,129,120
628,30547978,89,140,74,136
637,31127170,88,114,95,125
591,28397525,105,124,95,183
624,31468820,68,131,75,139
605,29097700,108,156,62,168
647,29847005,116,171,127,138
585,30854532,69,130,76,167
607,29137700,94,153,55,149
626,30741459,93,124,110,125
612,31632893,71,112,113,146
622,30781823,81,117,129,144
573,31332296,56,144,107,166
588,29665478,86,144,119,161
598,29738864,85,170,132,164
571,30408820,71,141,91,181
604,30067978,86,150,100,172
599,29166444,107,169,110,108
639,30295311,126,117,126,121
585,31011627,72,119,102,182
628,29548271,102,145,130,139
618,29905793,114,136,136,151
597,29809559,92,167,62,171
636,29790771,111,149,127,135
564,29952839,71,156,89,182
583,29924284,88,125,97,104
606,31274532,64,135,126,131
577,30694532,71,125,111,177
642,31145904,91,130,114,145
559,30736314,60,171,100,163
588,29818303,88,184,83,102
560,30270086,71,124,92,190
575,30654532,70,139,94,172
602,29037700,113,160,52,165
585,29605478,84,145,108,163
640,30188698,126,125,131,125
576,28636118,99,151,95,173
646,30269600,113,123,79,124
604,29795232,113,120,85,101
584,29901459,88,121,86,159
606,29789885,129,125,133,106
571,31292296,60,134,121,156
577,30376605,68,148,99,154
647,30162986,106,138,128,126
571,30574532,69,128,101,167
606,29342986,102,129,131,165
591,30084284,88,142,103,101
634,31991627,68,131,80,123
610,29504252,94,115,129,160
581,30608820,70,154,110,159
597,30200557,76,132,131,167
604,30174846,84,136,133,146
638,30665478,90,144,103,133
619,31450086,67,122,97,133
622,31594532,64,139,109,129
600,29558136,99,132,104,107
567,28292352,96,170,107,173
594,29425793,104,134,128,168
616,31308820,72,140,105,140
626,30035311,112,111,109,140
582,31196314,61,166,99,165
631,30714846,91,135,135,133
651,31325904,93,138,105,126
578,29947170,91,115,96,182
